C	0000002285	C	A	0307A00233236	DROGUERIA NUEVA VILLA              	000	      	000000011864740	000000000000000	0000002491595	0000000000000	0000000000000	000000014356335	20250210	0000000000000000000000000000
C	0000002285	F	A	0307A04313247	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000081259925	0000000000000	0000000000000	0000002072128	000000083332053	20250213	0000000000000000000000000000
C	0000002285	F	A	0307A04313248	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000825262119	0000000000000	0000000000000	0000021044184	000000846306303	20250213	0000000000000000000000000000
C	0000002285	C	A	0307A00233475	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000000962151	0000000000000	0000000000000	0000000024535	000000000986686	20250213	0000000000000000000000000000
C	0000002285	F	A	0307A04316080	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000233888860	0000000000000	0000000000000	0000005964166	000000239853026	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316081	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000036347152	0000000000000	0000000000000	0000000926852	000000037274004	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316084	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000192194333	0000000000000	0000000000000	0000004900955	000000197095288	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316085	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000051304454	0000000000000	0000000000000	0000001308264	000000052612718	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316086	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000043185884	0000000000000	0000000000000	0000001101240	000000044287124	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316091	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000163525227	0000000000000	0000000000000	0000004169893	000000167695120	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316092	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000234145680	0000000000000	0000000000000	0000005970715	000000240116395	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316093	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000380595412	0000000000000	0000000000000	0000009705183	000000390300595	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316096	DROGUERIA NUEVA VILLA              	000	      	000000000791618	000000164859518	0000000166240	0000000000000	0000004224104	000000170041480	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316097	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000056213905	0000000000000	0000000000000	0000001433455	000000057647360	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316098	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000053062284	0000000000000	0000000000000	0000001353088	000000054415372	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316113	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000057636820	0000000000000	0000000000000	0000001469739	000000059106559	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316114	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000032403720	0000000000000	0000000000000	0000000826295	000000033230015	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316115	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000033417000	0000000000000	0000000000000	0000000852134	000000034269134	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316126	DROGUERIA NUEVA VILLA              	000	      	000000004497479	000000140432685	0000000944470	0000000000000	0000003695719	000000149570353	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316127	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000015233986	0000000000000	0000000000000	0000000388467	000000015622453	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316130	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000060354738	0000000000000	0000000000000	0000001539046	000000061893784	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316131	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000038478460	0000000000000	0000000000000	0000000981201	000000039459661	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316132	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000113095166	0000000000000	0000000000000	0000002883927	000000115979093	20250214	0000000000000000000000000000
C	0000002285	F	A	0307A04316133	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000028920504	0000000000000	0000000000000	0000000737473	000000029657977	20250214	0000000000000000000000000000
C	0000002285	C	A	0307A00233512	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000004528291	0000000000000	0000000000000	0000000115471	000000004643762	20250214	0000000000000000000000000000
C	0000002285	C	A	0307A00233547	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000003062517	0000000000000	0000000000000	0000000078094	000000003140611	20250215	0000000000000000000000000000
C	0000002285	C	A	0307A00233549	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000037373988	0000000000000	0000000000000	0000000953037	000000038327025	20250215	0000000000000000000000000000
C	0000002285	C	A	0307A00233550	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000009677473	0000000000000	0000000000000	0000000246776	000000009924249	20250215	0000000000000000000000000000
C	0000002285	C	A	0307A00233556	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000008811986	0000000000000	0000000000000	0000000224706	000000009036692	20250215	0000000000000000000000000000
C	0000002285	C	A	0307A00233557	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000024212822	0000000000000	0000000000000	0000000617427	000000024830249	20250215	0000000000000000000000000000
C	0000002285	C	A	0307A00233558	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000004018588	0000000000000	0000000000000	0000000102474	000000004121062	20250215	0000000000000000000000000000
C	0000002285	C	A	0307A00233559	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000005534519	0000000000000	0000000000000	0000000141130	000000005675649	20250215	0000000000000000000000000000
C	0000002285	C	A	0307A00233560	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000005040053	0000000000000	0000000000000	0000000128521	000000005168574	20250215	0000000000000000000000000000
C	0000002285	C	A	0307A00233561	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000029225026	0000000000000	0000000000000	0000000745238	000000029970264	20250215	0000000000000000000000000000
C	0000002285	C	A	0307A00233562	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000009105494	0000000000000	0000000000000	0000000232190	000000009337684	20250215	0000000000000000000000000000
C	0000002285	C	A	0307A00233564	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000020536190	0000000000000	0000000000000	0000000523673	000000021059863	20250215	0000000000000000000000000000
D	0000002285	F	0307A04313247	NM	0     	7791824118240     	IBUPIRAC FLEX 600 MG COM X 20           	0000	Z02	S	0	000013	0000001036831	00002004537	000000013478803	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313247	NM	0     	7791824118240     	IBUPIRAC FLEX 600 MG COM X 20           	0000	Z02	S	0	000001	0000001036831	00002004537	000000001036831	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313247	NM	0     	7791824118240     	IBUPIRAC FLEX 600 MG COM X 20           	0000	Z02	S	0	000036	0000001036831	00002004537	000000037325916	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313247	NM	0     	7791824000538     	IBUPIRAC FLEX COM X 10                  	0000	Z02	S	0	000025	0000000414179	00000800745	000000010354475	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313247	NM	0     	7791824000545     	IBUPIRAC FLEX COM X 20                  	0000	Z02	S	0	000025	0000000762556	00001474274	000000019063900	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7795381411387     	IBUPIRAC 2% NARANJA SOL X 110           	0000	Z02	S	0	000100	0000000186521	00000450759	000000018652100	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7791824112668     	IBUPIRAC MIGRA COM X 20                 	0000	Z02	S	0	000150	0000000605702	00001097833	000000090855300	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7795381411134     	IBUPIRETAS JUNIOR COM MAST X 20         	0000	Z02	S	0	000050	0000000383250	00000653779	000000019162500	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7791824118202     	IBUPIRAC 4% SOL X 90 ML                 	0000	Z02	S	0	000314	0000000320717	00000930077	000000100705138	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7791824118202     	IBUPIRAC 4% SOL X 90 ML                 	0000	Z02	S	0	000786	0000000320717	00000930077	000000252083562	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7795381001250     	IBUPIRAC 600 MG CAP BLANDAS X 10        	0000	Z02	S	0	000800	0000000264579	00000767277	000000211663200	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7791824112743     	IBUPIRAC 600 MG COM X 20                	0000	Z02	S	0	000050	0000000432764	00001255014	000000021638200	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7791824117991     	IBUPIRAC 600 MG COM X 10                	0000	Z02	S	0	000120	0000000236825	00000686792	000000028419000	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7791824118158     	IBUPIRAC FLEX 600 MG COM X 10           	0000	Z02	S	0	000065	0000000549874	00001063087	000000035741810	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7791824118158     	IBUPIRAC FLEX 600 MG COM X 10           	0000	Z02	S	0	000003	0000000549874	00001063087	000000001649622	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7791824118158     	IBUPIRAC FLEX 600 MG COM X 10           	0000	Z02	S	0	000032	0000000549874	00001063087	000000017595968	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7795381001779     	IBUPIRAC COM X 12                       	0000	Z02	S	0	000039	0000000090019	00000261055	000000003510741	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7795381001779     	IBUPIRAC COM X 12                       	0000	Z02	S	0	000002	0000000090019	00000261055	000000000180038	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04313248	NM	0     	7795381001779     	IBUPIRAC COM X 12                       	0000	Z02	S	0	000260	0000000090019	00000261055	000000023404940	00000000000000000000000000000000000000000000
D	0000002285	C	0307A00233475	NM	0     	7791824118202     	IBUPIRAC 4% SOL X 90 ML                 	0000	Z02	S	0	000003	0000000320717	00000930077	000000000962151	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316080	NM	0     	7795302180101     	NEXIUM 20 MG COM X 28                   	0000	Z02	S	0	000005	0000002249659	00003837438	000000011248295	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316080	NM	0     	7795302303708     	FREVIA 160/4,5 MCG X 120 INHALACIONES   	0000	Z02	S	0	000035	0000006361159	00010248033	000000222640565	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316081	NM	0     	7795302000041     	BRILINTA  90 MG COM X 60                	0000	Z02	S	0	000004	0000009086788	00014321630	000000036347152	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316084	NM	0     	7790375269234     	SEROQUEL XR  50 MG COM X 30             	0000	Z02	S	0	000004	0000005844809	00009112012	000000023379236	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316084	NM	0     	7790375003487     	NEURYL    1 MG COM X 60                 	0000	Z02	S	0	000004	0000001023974	00001596367	000000004095896	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316084	NM	0     	7790375003401     	TRANQUINAL 1    MG COM X  60            	0000	Z02	S	0	000004	0000001036182	00001615400	000000004144728	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316084	NM	0     	7790375269173     	SEROQUEL 100 MG COM X 30                	0000	Z02	S	0	000005	0000004464422	00006959999	000000022322110	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316084	NM	0     	7790375270124     	ROSUVAST 20 MG COM X 30                 	0000	Z02	S	0	000006	0000002297019	00003581035	000000013782114	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316084	NM	0     	7790375270056     	CARVEDIL D COM X 30                     	0000	Z02	S	0	000004	0000001339530	00002088316	000000005358120	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316084	NM	0     	7790375269944     	CARVEDIL  3,125 MG COM X 60             	0000	Z02	S	0	000004	0000000697043	00001086685	000000002788172	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316084	NM	0     	7790375269968     	CARVEDIL  6,25 MG COM X 60              	0000	Z02	S	0	000010	0000001257570	00001960541	000000012575700	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316084	NM	0     	7790375269951     	CARVEDIL  6,25 MG COM X 30              	0000	Z02	S	0	000012	0000000780554	00001216877	000000009366648	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04316084	NM	0     	7790375000790     	GLIOTEN 20   MG COM X 30                	0000	Z02	S	0	000004	0000000748245	00001166509	000000002992980	00000000000000000000000000000000000000000000
