C	0000002285	C	A	0307A00233895	DROGUERIA NUEVA VILLA              	000	      	000000864616477	000000000000000	0000181569460	0000000000000	0000000000000	000001046185937	20250217	0000000000000000000000000000
C	0000002285	F	A	0307A04319417	DROGUERIA NUEVA VILLA              	000	      	000000065852757	000000000000000	0000013829079	0000000000000	0000001185350	000000080867186	20250217	0000000000000000000000000000
C	0000002285	F	A	0307A04326798	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000000000000	0000000000000	0000000000000	0000000000000	000000000000000	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04326799	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000222640565	0000000000000	0000000000000	0000005677334	000000228317899	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327268	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000089818418	0000000000000	0000000000000	0000002290370	000000092108788	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327304	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000302451515	0000000000000	0000000000000	0000007712514	000000310164029	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327305	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000284070674	0000000000000	0000000000000	0000007243802	000000291314476	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327306	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000025878160	0000000000000	0000000000000	0000000659893	000000026538053	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327322	DROGUERIA NUEVA VILLA              	000	      	000000098805809	000000000000000	0000020749221	0000000000000	0000002519548	000000122074578	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327323	DROGUERIA NUEVA VILLA              	000	      	000000010420007	000000000000000	0000002188201	0000000000000	0000000265710	000000012873918	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327358	DROGUERIA NUEVA VILLA              	000	      	000000002433393	000000311824543	0000000511012	0000000000000	0000008013577	000000322782525	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327359	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000004403922	0000000000000	0000000000000	0000000112300	000000004516222	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327360	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000046281348	0000000000000	0000000000000	0000001180174	000000047461522	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327362	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000022865265	0000000000000	0000000000000	0000000583064	000000023448329	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327363	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000148727290	0000000000000	0000000000000	0000003792546	000000152519836	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327368	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000145916686	0000000000000	0000000000000	0000003720875	000000149637561	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327369	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000017177024	0000000000000	0000000000000	0000000438014	000000017615038	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327370	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000004396840	0000000000000	0000000000000	0000000112119	000000004508959	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327372	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000140677320	0000000000000	0000000000000	0000003587272	000000144264592	20250221	0000000000000000000000000000
C	0000002285	F	A	0307A04327373	DROGUERIA NUEVA VILLA              	000	      	000000000000000	000000027735288	0000000000000	0000000000000	0000000707250	000000028442538	20250221	0000000000000000000000000000
D	0000002285	F	0307A04319417	ME	0     	7793100111143     	COLGATE PASTA DENTAL TOTAL 12 ORIGINAL X	0000	Z02	S	1	000012	0000000232391	00000420427	000000002788692	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04319417	ME	0     	7509546654034     	COLGATE PASTA DENTAL TOTAL 12 CONTROL SA	0000	Z02	S	1	000120	0000000173427	00000420427	000000020811240	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04319417	ME	0     	7891024020173     	ELMEX CEPILLO DENTAL SENSITIVE*         	0000	Z02	S	1	000012	0000000320178	00000456581	000000003842136	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04319417	ME	0     	7509546666983     	COLGATE ENJUAGUE BUCAL LUMINOUS WHITE CA	0000	Z02	S	1	000120	0000000263338	00000638394	000000031600560	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04319417	ME	0     	7891024183021     	COLGATE HILO DENTAL MENTA X 50          	0000	Z02	S	1	000096	0000000147917	00000194884	000000014200032	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04319417	ME	0     	7509546079271     	COLGATE CEPILLO DENTAL PROCUIDADO SUAVE 	0000	Z02	S	1	000036	0000000178866	00000235660	000000006439176	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04326799	NM	0     	7795302303708     	FREVIA 160/4,5 MCG X 120 INHALACIONES   	0000	Z02	S	0	000035	0000006361159	00010248033	000000222640565	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04327268	NM	0     	7790375269166     	SEROQUEL  25 MG COM X 30                	0000	Z02	S	0	000004	0000002840375	00004428123	000000011361500	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04327268	NM	0     	7790375269999     	CARVEDIL 25  MG COM X 30                	0000	Z02	S	0	000005	0000001243317	00001938321	000000006216585	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04327268	NM	0     	7790375269975     	CARVEDIL 12,5 MG COM X 30               	0000	Z02	S	0	000015	0000001004291	00001565681	000000015064365	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04327268	NM	0     	7790375270452     	ULCOZOL 20 MG COM REC X 28 VL           	0000	Z02	S	0	000004	0000001539547	00002400143	000000006158188	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04327268	NM	0     	7790375000752     	GLIOTEN  5   MG COM X 30                	0000	Z02	S	0	000004	0000000384753	00000599827	000000001539012	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04327268	NM	0     	7790375260859     	GLIOSARTAN PLUS 80 MG COM X 28          	0000	Z02	S	0	000004	0000006154595	00009594966	000000024618380	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04327268	NM	0     	7790375001421     	DIOXAFLEX 75 MG COM X  30               	0000	Z02	S	0	000004	0000002027574	00003160973	000000008110296	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04327268	NM	0     	7790375002985     	ULCOZOL SUS X  70 ML                    	0000	Z02	S	0	000012	0000001395841	00002176105	000000016750092	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04327304	NM	0     	7795338000985     	EUDON COM X 60                          	0000	Z02	S	0	000004	0000003488640	00005438763	000000013954560	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04327304	NM	0     	7795338011516     	LINPREL MULTIDOSIS COM X 30             	0000	Z02	S	0	000006	0000001901388	00002964249	000000011408328	00000000000000000000000000000000000000000000
D	0000002285	F	0307A04327304	NM	0     	7795338019857     	BIATRIX  25 MG COM X 60                 	0000	Z02	S	0	000006	0000004275174	00006664963	000000025651044	00000000000000000000000000000000000000000000
