"Tipo de Registro","Tipo de Comprobante","Número de Comprobante","Código comprob AFIP","Fecha comprobante","CUIT Cliente","Código de Cliente","Importe Neto Gravado","Importe Exento / no gravado","Importe Iva","Importe RG3337","Importe Ing. Bru.","Importe Impuestos Internos","Importe Total","Tipo Cód. AFIP","Autorizacion AFIP","Venc. Autoriz AFIP","CUIT facturador",Sucursal,"Cantidad de Unidades","Cantidad de Lineas","Tipo de Comprobante","Número de Comprobante","Código de Sección",Alimento,"Código Producto",CodBarra,Alfabeta,"Descripción del Producto","Alicuota de IVA %",Cantidad,"Precio Unitario","Precio Publico","Numero Pedido",Concepto,"Base imponible","Alicuota %","Importe retenido",Provincia,"Territorio impositivo"
C,FAC,A041802155886,01,01042025,30-70882226-0,00107095,000000890575.76,000000000000.00,000000187020.91,000000026717.27,000000013358.64,000000000000.00,000001117672.58,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000645,000008
D,FAC,A041802155886,01,01042025,30-70882226-0,00107095,000000890575.76,000000000000.00,000000187020.91,000000026717.27,000000013358.64,000000000000.00,000001117672.58,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000645,000008,FAC,A041802155886,NM,N,0008134782,7759185010924,0000000000,,21.00,000036,00004264.3990,00000000.0000,000014829089
D,FAC,A041802155886,01,01042025,30-70882226-0,00107095,000000890575.76,000000000000.00,000000187020.91,000000026717.27,000000013358.64,000000000000.00,000001117672.58,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000645,000008,FAC,A041802155886,NM,N,0008132724,7790250042068,0000000000,,21.00,000055,00004533.1095,00000000.0000,000014829089
D,FAC,A041802155886,01,01042025,30-70882226-0,00107095,000000890575.76,000000000000.00,000000187020.91,000000026717.27,000000013358.64,000000000000.00,000001117672.58,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000645,000008,FAC,A041802155886,NM,N,0008132725,7790250042075,0000000000,,21.00,000025,00004533.1095,00000000.0000,000014829089
D,FAC,A041802155886,01,01042025,30-70882226-0,00107095,000000890575.76,000000000000.00,000000187020.91,000000026717.27,000000013358.64,000000000000.00,000001117672.58,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000645,000008,FAC,A041802155886,NM,N,0008016741,7790770602087,0000000000,,21.00,000036,00000739.2620,00001813.0800,000014829089
D,FAC,A041802155886,01,01042025,30-70882226-0,00107095,000000890575.76,000000000000.00,000000187020.91,000000026717.27,000000013358.64,000000000000.00,000001117672.58,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000645,000008,FAC,A041802155886,NM,N,0008016740,7790770602070,0000000000,,21.00,000042,00000435.8545,00001006.0700,000014829089
D,FAC,A041802155886,01,01042025,30-70882226-0,00107095,000000890575.76,000000000000.00,000000187020.91,000000026717.27,000000013358.64,000000000000.00,000001117672.58,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000645,000008,FAC,A041802155886,NM,N,0008012306,7790940000026,0000000000,,21.00,000081,00000773.6360,00000000.0000,000014829089
D,FAC,A041802155886,01,01042025,30-70882226-0,00107095,000000890575.76,000000000000.00,000000187020.91,000000026717.27,000000013358.64,000000000000.00,000001117672.58,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000645,000008,FAC,A041802155886,NM,N,0008012308,7790940216151,0000000000,,21.00,000250,00000410.4600,00000000.0000,000014829089
D,FAC,A041802155886,01,01042025,30-70882226-0,00107095,000000890575.76,000000000000.00,000000187020.91,000000026717.27,000000013358.64,000000000000.00,000001117672.58,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000645,000008,FAC,A041802155886,NM,N,0008014422,7790770601851,0000000000,,21.00,000120,00001368.4150,00003580.0000,000014829089
I,FAC,A041802155886,01,01042025,30-70882226-0,00107095,000000890575.76,000000000000.00,000000187020.91,000000026717.27,000000013358.64,000000000000.00,000001117672.58,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000645,000008,,,,,,,,,,,,,,"PERCEPCION CBA                ",000000890575.76,001.50,0013358.64,"CORDOBA                       ",P
C,FAC,A041802156658,01,01042025,30-70882226-0,00107095,000001046892.06,000000000000.00,000000219847.33,000000031406.76,000000015703.38,000000000000.00,000001313849.53,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000512,000006
D,FAC,A041802156658,01,01042025,30-70882226-0,00107095,000001046892.06,000000000000.00,000000219847.33,000000031406.76,000000015703.38,000000000000.00,000001313849.53,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000512,000006,FAC,A041802156658,NM,N,0008022321,7790064002173,0000000000,,21.00,000072,00003106.0000,00000000.0000,000014829088
D,FAC,A041802156658,01,01042025,30-70882226-0,00107095,000001046892.06,000000000000.00,000000219847.33,000000031406.76,000000015703.38,000000000000.00,000001313849.53,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000512,000006,FAC,A041802156658,NM,N,0008016948,7702018072392,0000000000,,21.00,000100,00002317.5080,00004198.0000,000014829088
D,FAC,A041802156658,01,01042025,30-70882226-0,00107095,000001046892.06,000000000000.00,000000219847.33,000000031406.76,000000015703.38,000000000000.00,000001313849.53,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000512,000006,FAC,A041802156658,NM,N,0008022118,7506339337525,0000000000,,21.00,000080,00002882.1500,00004986.0000,000014829088
D,FAC,A041802156658,01,01042025,30-70882226-0,00107095,000001046892.06,000000000000.00,000000219847.33,000000031406.76,000000015703.38,000000000000.00,000001313849.53,C.A.E.A.,35131911876148,01042025,30-51696843-1,11,000512,000006,FAC,A041802156658,NM,N,0008019192,7790416066532,0000000000,,21.00,000120,00001212.6695,00002519.0000,000014829088
